track_id,type,traveled_d,avg_speed,lat,lon,speed,lon_acc,lat_acc,time
632, Medium Vehicle,137.96,23.208257,37.979916,23.733382,25.3386,-0.0198,0.0487,166.8
633, Motorcycle,476.68,41.651563,37.97988,23.733307,50.6921,0.0124,0.2548,166.8
634, Car,26.96,14.271762,37.982843,23.732036,11.834,0.0532,0.2111,167.4
635, Car,476.21,46.33347,37.979872,23.73327,59.9623,0.0139,-0.0537,168.2
636, Motorcycle,476.83,54.322095,37.979886,23.733307,64.2172,-0.0025,-0.2651,168.2
637, Bus,478.08,14.862729,37.982845,23.729137,19.8858,0.2035,-0.073,169.0
638, Car,477.58,9.50936,37.979886,23.73333,55.5503,0.0531,0.0145,169.2
639, Car,156.49,25.377394,37.979914,23.733377,29.8593,0.0174,-0.0252,169.4
640, Medium Vehicle,525.05,14.767135,37.979857,23.733267,43.9063,0.0216,0.0332,169.8
641, Motorcycle,477.03,57.62829,37.979866,23.733282,76.1462,-0.022,0.1557,169.8
642, Motorcycle,475.19,55.542219,37.979878,23.733283,68.002,0.0157,-0.6655,170.2
643, Car,301.95,31.599003,37.982864,23.729203,28.923,0.0875,-0.3329,170.4
644, Motorcycle,366.22,17.347194,37.97985,23.733263,40.8854,-0.033,0.0757,171.6
645, Motorcycle,114.87,23.49628,37.979948,23.73134,21.3023,0.1326,0.2172,171.6
646, Motorcycle,475.82,54.207308,37.979882,23.733279,61.6755,0.0024,0.2326,171.6
647, Car,474.96,37.00949,37.982861,23.729208,32.4413,-0.0642,0.0226,172.0
648, Medium Vehicle,137.14,25.449282,37.979919,23.733374,28.7164,-0.0039,-0.1551,172.2
649, Car,166.35,17.929848,37.982846,23.72914,13.7734,0.2063,-0.0127,172.4
650, Motorcycle,477.44,53.049109,37.979876,23.733302,60.2915,-0.0344,-0.0196,172.4
651, Motorcycle,478.32,25.101342,37.982835,23.729117,16.5412,-0.2636,0.0232,173.0
652, Car,476.36,44.427013,37.979866,23.733256,46.1255,-0.0791,0.0236,173.0
653, Taxi,476.35,41.826034,37.982859,23.72917,39.7417,-0.7045,0.0251,173.4
654, Car,454.51,31.833432,37.979887,23.733323,44.2416,-0.145,0.3142,174.0
655, Car,474.93,48.026622,37.979868,23.733252,43.9716,-0.0002,-0.0665,174.2
656, Car,475.42,37.206476,37.982869,23.7292,27.2208,-0.3364,0.0333,174.4
657, Motorcycle,49.91,0.2863,37.981591,23.733277,6.4495,-0.2373,-0.0299,175.2
658, Motorcycle,476.23,42.43614,37.982855,23.729161,28.9302,-0.1581,0.0403,175.4
659, Car,475.34,37.527077,37.98287,23.729201,27.5596,-0.2126,-0.0039,176.0
660, Car,474.43,51.756395,37.979885,23.733281,58.171,0.0146,0.1531,176.2
661, Car,476.35,47.900992,37.979856,23.733265,46.4902,0.0127,-0.1588,176.2
662, Car,156.24,26.039539,37.979915,23.733378,29.199,-0.0011,0.0752,176.4
663, Car,476.09,43.280479,37.982854,23.72917,31.9238,-0.1537,-0.0275,176.4
664, Car,474.71,35.3087,37.979899,23.733309,46.7423,0.0019,0.1983,176.6
665, Motorcycle,476.89,42.920174,37.982874,23.729188,27.5788,-0.273,-0.051,176.8
666, Car,476.03,50.108072,37.979882,23.733276,55.5372,0.0076,-0.1594,177.0
667, Taxi,477.19,12.839279,37.979901,23.733333,45.8868,-0.0128,-0.3099,177.6
668, Car,475.93,42.833912,37.982864,23.729198,33.1314,-0.1147,-0.0027,178.2
669, Car,475.94,50.993361,37.979882,23.733283,50.919,-0.0377,0.0881,178.8
670, Taxi,376.47,33.218364,37.979905,23.733322,46.1378,-0.0121,0.0184,179.6
671, Car,474.47,40.096356,37.98287,23.729201,31.3031,-0.2358,0.141,180.4
672, Car,523.03,15.717227,37.979857,23.73326,48.9044,0.1089,-0.1588,180.6
673, Taxi,476.77,48.484614,37.979897,23.733349,48.144,-0.0054,0.017,180.8
674, Car,477.09,42.724184,37.982857,23.729159,38.9113,-0.2904,-0.0105,181.2
675, Car,475.89,52.876734,37.979896,23.733312,66.1399,0.0103,0.0572,181.4
676, Car,477.36,45.46263,37.979873,23.733291,40.3044,-0.0316,0.2039,181.4
677, Car,474.06,39.874208,37.982866,23.729208,41.3226,-1.7606,-0.195,181.6
678, Car,305.11,11.861663,37.981601,23.733247,22.1027,-0.1402,0.0409,182.2
679, Car,476.81,56.094897,37.979886,23.733315,63.6766,0.1284,2.7757,182.2
680, Car,476.01,48.407419,37.979858,23.733256,48.9723,-2.4615,9.1886,182.4
681, Car,475.9,42.83143,37.982851,23.729176,33.73,-0.7619,-0.9289,182.6
682, Motorcycle,131.91,5.749253,37.979834,23.731169,24.1691,0.1652,-0.0109,184.8
683, Motorcycle,475.09,56.632862,37.982863,23.729187,36.2638,-0.2185,-0.023,184.8
684, Car,461.38,46.656099,37.979964,23.733164,47.1986,-0.0323,0.0564,184.8
685, Heavy Vehicle,460.25,40.610087,37.980002,23.733186,37.7486,0.0165,0.0284,184.8
686, Taxi,469.97,42.724879,37.98281,23.729199,37.7788,-0.0655,0.0025,184.8
687, Motorcycle,465.05,46.504555,37.979944,23.733214,44.0205,0.0099,-0.109,184.8
688, Motorcycle,471.93,50.866577,37.979901,23.733237,42.8143,-0.0371,-0.0974,184.8
689, Motorcycle,27.07,22.149872,37.982865,23.729219,25.6886,0.3417,-0.0335,184.8
690, Taxi,470.82,40.549408,37.979933,23.733286,60.2992,0.0036,-0.2127,184.8
691, Taxi,165.24,13.103052,37.979996,23.733311,31.9339,-0.0078,-0.0854,184.8
692, Car,491.67,33.522938,37.982775,23.729281,30.8823,-0.1956,-0.0166,185.0
693, Car,473.0,46.021744,37.979898,23.733263,40.8535,0.0094,-0.0492,185.0
694, Motorcycle,473.28,48.680094,37.979888,23.733245,47.1403,0.0402,0.29,185.4
695, Car,477.59,40.550458,37.982867,23.729171,31.2537,-0.2127,-0.0493,186.6
696, Taxi,474.09,38.96655,37.979896,23.733267,41.4347,-0.7536,-0.7767,186.6
697, Taxi,372.35,33.849552,37.979932,23.733327,45.3688,0.0058,0.1045,186.6
698, Car,473.5,42.61466,37.979883,23.733238,46.53,0.011,-0.147,187.0
699, Car,145.88,5.695812,37.979815,23.73109,26.6403,-3.2523,-0.3238,187.4
700, Motorcycle,380.76,13.70735,37.981756,23.729445,25.9501,0.0061,0.0077,187.4
701, Car,472.38,48.311621,37.97989,23.733234,47.8744,0.0475,0.089,188.0
702, Motorcycle,422.27,33.631864,37.979933,23.733307,54.8977,-0.012,0.166,188.0
703, Motorcycle,443.71,16.570252,37.981511,23.73307,24.0855,0.3749,0.0468,188.2
704, Taxi,475.12,42.548278,37.979889,23.733273,41.3559,0.0231,0.0694,188.6
705, Motorcycle,473.9,47.128267,37.979877,23.733256,45.395,-0.023,-0.0654,188.6
706, Car,474.56,38.652103,37.979905,23.733307,53.074,-0.0283,-0.0707,188.8
707, Motorcycle,473.22,45.068198,37.979902,23.73329,59.4534,-0.0511,0.0678,189.2
708, Taxi,165.46,17.941599,37.982837,23.729123,7.835,0.7629,-0.0,189.4
709, Taxi,477.01,16.901919,37.982856,23.729172,31.8996,-0.1786,-0.1461,190.0
710, Car,368.99,12.209064,37.981508,23.733061,17.6165,0.3758,0.0002,190.2
711, Car,472.69,40.90574,37.979895,23.733267,41.3777,0.0018,-0.1444,190.2
712, Car,373.32,35.181834,37.979919,23.733313,54.5013,0.0303,-0.142,190.4
713, Motorcycle,472.91,40.729136,37.979906,23.73329,52.5297,-0.0165,-0.0206,190.6
714, Motorcycle,362.62,22.585055,37.979878,23.73324,50.7575,0.0234,-0.2248,190.8
715, Motorcycle,132.21,9.518948,37.982143,23.731203,4.5962,-0.4165,-0.0092,191.2
716, Car,139.94,5.673137,37.979797,23.731105,26.1839,0.1892,0.0796,191.4
717, Taxi,373.32,34.998609,37.97994,23.733319,55.6512,0.3995,0.9583,191.6
718, Car,473.13,41.543298,37.979885,23.733242,50.8912,0.0596,0.2116,192.2
719, Car,475.59,42.170147,37.982859,23.72917,29.9576,-0.4008,-0.1664,192.2
720, Motorcycle,474.92,24.778528,37.979939,23.733334,33.0454,0.0115,-0.0478,192.4
721, Motorcycle,131.72,37.634994,37.979932,23.733319,46.7275,-0.0104,-0.0555,192.6
722, Motorcycle,474.22,42.048905,37.979904,23.733289,51.679,-0.0047,-0.1341,193.0
723, Motorcycle,471.42,46.881192,37.979906,23.733253,51.7155,-0.0177,-0.0231,193.2
724, Motorcycle,477.65,63.217836,37.982856,23.729152,40.117,-0.155,-0.0091,193.4
725, Motorcycle,164.47,43.536949,37.982871,23.729191,44.443,-0.5069,-0.0749,193.4
726, Car,147.26,5.956472,37.979817,23.73109,22.1777,-2.4684,-0.0273,193.6
727, Motorcycle,475.97,61.635801,37.982868,23.729176,39.8294,-0.4642,-0.0975,193.8
728, Motorcycle,282.58,15.554718,37.981509,23.733082,27.5207,0.4978,0.0203,194.2
729, Bus,435.94,2.579537,37.979915,23.733315,44.8094,0.0454,0.0661,194.4
730, Taxi,472.44,21.861003,37.979882,23.73324,49.2125,0.0159,-0.0116,194.6
731, Motorcycle,471.55,51.132202,37.979913,23.733277,69.4053,-0.0194,0.0003,194.6
732, Motorcycle,476.71,44.691441,37.982861,23.729166,29.5392,-0.6284,-0.0991,195.0
733, Motorcycle,29.96,24.516216,37.982877,23.729197,29.5944,0.2648,-0.0744,195.0
734, Motorcycle,162.51,45.705695,37.982858,23.72919,44.6974,-0.3971,-0.1436,195.2
735, Motorcycle,472.66,43.855333,37.979908,23.733271,51.5863,0.0703,-3.2176,195.6
736, Car,140.13,5.865816,37.979818,23.731089,17.9642,-0.2205,0.2227,196.0
737, Car,473.61,21.747508,37.979885,23.733254,50.8012,0.0178,0.0353,196.0
738, Motorcycle,476.58,44.219045,37.982866,23.72918,36.0891,-0.3316,0.0043,196.2
739, Motorcycle,474.04,62.740013,37.982864,23.7292,54.2485,-0.4232,-0.0499,196.2
740, Motorcycle,474.3,23.074041,37.979891,23.733277,48.9841,0.0003,0.0764,196.6
741, Motorcycle,29.25,25.069322,37.982869,23.729208,38.4523,-4.8203,0.1651,196.8
742, Car,473.6,21.418942,37.979888,23.733237,53.3085,-0.0782,0.1509,197.2
743, Car,474.58,22.84094,37.979893,23.733277,49.8235,0.0122,0.0749,197.4
744, Motorcycle,472.88,63.050807,37.979883,23.73322,69.8517,0.0598,0.1067,197.6
745, Car,133.24,41.351547,37.979922,23.733319,50.4804,0.0164,-0.1428,197.6
746, Motorcycle,472.99,51.91379,37.982855,23.729227,34.2609,-0.2801,-0.1517,197.8
747, Car,475.86,44.151804,37.98287,23.729197,29.9498,-0.2943,0.0206,198.4
748, Car,477.64,42.352638,37.982857,23.72916,28.0103,-0.1712,-0.014,198.8
749, Car,473.76,22.680225,37.979888,23.733279,50.5995,-0.0096,0.1789,198.8
750, Motorcycle,163.71,49.94635,37.982867,23.729191,45.7441,-0.6981,-0.0622,199.4
751, Motorcycle,476.93,49.622615,37.98286,23.729165,27.6894,-0.3834,0.0472,199.4
752, Motorcycle,161.47,36.790288,37.982861,23.72922,32.4758,-0.0361,0.0484,199.4
753, Bus,175.16,28.662328,37.979916,23.733342,38.2628,-0.02,0.0888,199.8
754, Car,475.96,43.051931,37.982855,23.729163,27.0814,-0.0979,0.0019,200.4
755, Motorcycle,232.0,26.099951,37.982859,23.729158,25.2466,-0.5244,-0.1179,200.8
756, Car,475.17,23.432943,37.97987,23.733251,55.1499,0.0503,-0.0642,200.8
757, Car,474.55,45.678905,37.98287,23.729202,33.8854,0.0426,0.003,201.6
758, Motorcycle,474.09,25.173098,37.979892,23.733289,62.5336,0.0279,-0.0842,202.2
759, Car,471.82,25.052525,37.979892,23.733235,61.2347,0.0442,-0.0227,202.6
760, Motorcycle,473.05,54.583067,37.979896,23.733267,65.9159,0.029,0.092,202.8
761, Motorcycle,24.67,26.118013,37.982849,23.729238,30.7481,0.4528,-0.0983,202.8
762, Motorcycle,289.87,16.407927,37.981533,23.733122,16.6452,0.0397,0.0028,203.0
763, Car,135.61,30.897809,37.97992,23.733346,42.4242,0.0263,0.1361,203.0
764, Motorcycle,472.33,64.899651,37.979901,23.73325,68.947,-0.0308,0.211,203.2
765, Taxi,164.67,35.711025,37.982873,23.729201,30.7592,-0.2228,0.0365,203.4
766, Bus,479.51,13.700168,37.982839,23.729142,20.2601,0.1317,0.0014,203.4
767, Car,374.81,42.971903,37.979916,23.733296,61.4138,-0.0098,-0.1255,203.8
768, Taxi,476.4,44.431433,37.982858,23.729178,28.1421,-0.3541,0.0209,204.4
769, Car,136.15,31.419995,37.979931,23.733334,37.3087,0.0182,-0.0837,204.8
770, Motorcycle,171.22,33.139238,37.979935,23.733359,50.4246,0.0771,-0.2755,204.8
771, Taxi,137.96,6.878851,37.979809,23.731106,24.6061,0.4872,0.0249,205.0
772, Taxi,472.65,23.831197,37.979897,23.73324,70.5457,0.0194,0.0424,206.0
773, Motorcycle,26.15,22.410186,37.982857,23.729224,24.3639,0.1516,-0.0264,206.0
774, Taxi,450.71,18.31314,37.979921,23.733305,54.7862,0.0296,-0.0145,206.2
775, Motorcycle,474.78,70.628577,37.979883,23.73327,87.7809,-1.9726,-0.5782,206.2
776, Car,473.68,22.920232,37.979904,23.73328,52.0314,0.0062,-0.0254,206.8
777, Motorcycle,471.9,26.544418,37.979896,23.733243,86.3002,-0.1464,0.2826,207.2
778, Taxi,475.67,39.096113,37.982861,23.729176,24.7408,-0.0776,0.0202,207.2
779, Car,472.48,48.877262,37.982849,23.729235,24.0025,-0.0428,-0.0062,207.2
780, Car,475.29,23.830645,37.979912,23.733317,54.3142,0.0117,-0.0452,207.6
781, Motorcycle,27.99,26.515683,37.982856,23.729214,32.2359,0.5658,-0.0087,208.4
782, Medium Vehicle,373.93,22.361245,37.97993,23.733298,53.1917,0.0357,0.0134,208.6
783, Taxi,475.48,18.445253,37.982849,23.729147,17.0369,-0.1602,0.0178,209.0
784, Bus,475.91,10.641368,37.979927,23.733354,32.5699,-0.0756,0.1359,209.0
785, Motorcycle,29.65,28.088194,37.982866,23.729199,35.1102,0.4606,-0.0842,209.0
786, Motorcycle,473.83,25.535637,37.979901,23.733267,60.6497,0.0164,-0.0286,209.2
787, Car,475.03,39.222841,37.982861,23.729179,24.343,-0.0512,-0.0103,209.2
788, Car,25.94,16.676904,37.982856,23.729236,18.7009,0.1343,-0.0031,210.0
789, Car,475.38,42.360367,37.982867,23.729177,25.5443,-0.1463,-0.0043,211.2
790, Motorcycle,96.88,1.201016,37.979838,23.733184,14.1939,0.0493,0.0281,211.4
791, Taxi,162.07,30.075203,37.982858,23.729233,19.5057,0.0333,0.0028,211.8
792, Motorcycle,163.84,41.537342,37.982867,23.729187,27.7154,-0.6284,-0.0897,212.2
793, Medium Vehicle,475.78,18.905001,37.98285,23.729152,22.0325,-0.0945,-0.0364,212.2
794, Medium Vehicle,474.8,22.37258,37.979885,23.733256,52.0267,-0.0029,0.0423,212.6
795, Bus,474.46,19.020587,37.979938,23.733336,30.127,0.0956,0.0449,213.0
796, Motorcycle,471.3,25.943342,37.979916,23.733271,58.4396,0.0011,0.0314,213.4
797, Bus,411.78,8.65901,37.981621,23.73327,19.0873,-0.0082,0.0361,213.6
798, Motorcycle,351.7,9.505504,37.979885,23.733267,56.9634,0.0532,-0.0552,213.6
799, Taxi,168.25,26.334156,37.982872,23.729186,20.295,-0.0425,0.2886,214.4
800, Car,471.79,18.623151,37.982851,23.72924,21.7235,0.0803,-0.183,214.4
801, Motorcycle,471.48,25.333291,37.979882,23.733254,50.6651,-0.0551,-0.3176,214.4
802, Car,171.46,12.597252,37.982845,23.729158,17.6166,-0.0416,0.0397,215.0
803, Taxi,476.41,24.856328,37.979888,23.733291,60.3198,-0.0031,0.2104,215.2
804, Bus,477.21,10.886908,37.979936,23.733383,0.0,0.0,0.0,215.4
805, Medium Vehicle,139.37,7.188218,37.979852,23.731144,12.9937,0.1702,0.0404,215.6
806, Motorcycle,473.98,23.831322,37.979883,23.733258,55.2848,0.0114,-0.0444,216.0
807, Car,475.0,22.800009,37.982858,23.729181,25.3178,0.0176,-0.0483,216.0
808, Motorcycle,113.73,7.695926,37.979991,23.731392,9.873,0.0788,-0.0728,216.0
809, Car,133.57,7.071419,37.979829,23.73116,13.2186,0.4431,-0.014,216.6
810, Taxi,472.96,20.763974,37.979911,23.733324,45.8581,0.0191,-0.0079,216.8
811, Taxi,476.18,17.315618,37.982841,23.729142,20.2564,0.0093,0.0451,217.2
812, Taxi,364.96,10.595542,37.97989,23.733241,55.4579,0.0229,-0.0343,217.2
813, Motorcycle,37.47,6.677365,37.983145,23.730356,6.3086,0.6419,-0.0,217.6
814, Taxi,474.0,22.511657,37.98285,23.729189,25.4698,-0.0003,-0.1287,217.6
815, Car,162.43,27.58181,37.982847,23.729237,24.4926,0.1332,-0.181,218.0
816, Motorcycle,20.32,18.286109,37.982803,23.729291,34.7852,0.2536,-0.1713,218.0
817, Car,376.02,16.115089,37.979908,23.733327,42.3598,-0.0001,0.2446,218.6
818, Taxi,473.76,22.559966,37.982848,23.729189,25.8766,-0.0065,0.0344,219.0
819, Motorcycle,130.79,23.542896,37.982167,23.731194,6.6521,0.0177,0.2223,219.4
820, Car,29.11,17.468649,37.982865,23.729221,32.4847,0.2883,0.0798,219.8
821, Taxi,472.38,22.37597,37.982857,23.729181,25.2989,-0.0264,-0.1397,220.4
822, Taxi,375.04,16.073064,37.97991,23.733334,44.6437,-0.0199,-0.1233,220.4
823, Motorcycle,132.89,21.944751,37.982165,23.731189,5.2873,0.4235,0.0,220.8
824, Car,415.93,9.96894,37.981609,23.733254,18.4885,0.1163,-0.0022,221.6
825, Taxi,173.47,13.877299,37.97992,23.733345,35.3053,-0.0566,0.0341,221.8
826, Motorcycle,200.44,12.355606,37.982142,23.729906,17.2385,0.3597,-0.0157,222.0
827, Car,477.07,19.384186,37.982864,23.729176,23.1683,0.0275,0.0101,222.4
828, Car,26.02,16.152022,37.982843,23.729247,20.8003,0.3555,0.0141,222.6
829, Medium Vehicle,76.24,23.260191,37.979882,23.731753,10.3151,-0.4176,0.0279,222.8
830, Motorcycle,473.41,18.208168,37.97986,23.73324,23.7241,0.0706,0.249,223.0
831, Motorcycle,29.72,15.283365,37.982852,23.72924,16.8978,-0.1342,-0.0311,223.6
832, Car,476.61,20.233558,37.982843,23.729146,47.6873,0.0809,-0.0676,223.6
833, Motorcycle,135.79,26.859557,37.982154,23.731166,0.0,0.0,0.0,223.8
834, Motorcycle,304.09,22.902255,37.981584,23.733246,23.6962,0.0959,0.2918,224.0
835, Motorcycle,29.1,7.703784,37.983139,23.730373,2.188,0.2135,-0.0,224.0
836, Car,471.29,22.324362,37.982851,23.729175,21.1611,-0.0077,-0.1627,224.4
837, Taxi,27.51,14.150363,37.982849,23.729242,24.4513,0.163,-0.1187,225.4
838, Motorcycle,170.53,17.539825,37.982854,23.729153,54.4289,-0.0375,-0.2907,225.6
839, Taxi,165.21,13.831217,37.982852,23.72919,23.1772,0.0207,0.1364,226.0
840, Motorcycle,125.85,18.269147,37.982321,23.731404,9.1362,-0.2669,0.0512,226.2
841, Car,477.55,24.350925,37.982852,23.729145,54.3149,0.0427,-0.0993,227.6
842, Car,474.71,22.908327,37.982867,23.729177,21.2472,-0.0401,-0.1249,227.6
843, Car,470.08,20.050975,37.982833,23.729258,22.5692,0.5527,0.0009,228.2
844, Motorcycle,475.22,27.155493,37.982866,23.729196,27.7423,-0.0328,0.0113,228.6
845, Car,473.03,20.034183,37.982848,23.729235,18.2814,0.1401,-0.1359,229.2
846, Taxi,168.19,14.416692,37.982864,23.729185,26.7741,-0.057,-0.0208,229.8
847, Car,296.41,7.180865,37.981514,23.733161,1.9165,0.106,0.0,230.2
848, Motorcycle,131.68,33.383092,37.982142,23.731213,18.4828,-0.0637,0.994,230.4
849, Taxi,142.39,8.74769,37.979837,23.731118,10.251,-0.0834,0.0185,230.4
850, Car,132.03,27.634773,37.98216,23.731205,15.8251,-0.0482,0.7827,230.8
851, Motorcycle,28.14,20.263494,37.983148,23.730353,8.4161,-0.8693,-0.2113,232.6
852, Motorcycle,27.28,20.462055,37.983135,23.730368,11.9665,-0.534,0.0367,232.6
853, Car,470.97,23.548664,37.982843,23.729191,31.8137,-0.0542,-0.0949,232.6
854, Car,142.94,8.871978,37.979836,23.73111,5.835,-0.1818,-0.0485,233.2
855, Car,476.09,20.307149,37.982854,23.72923,24.9766,0.0786,0.0526,233.4
856, Motorcycle,37.55,23.304171,37.983159,23.730346,14.2827,-0.0784,-0.7365,234.4
857, Motorcycle,301.98,9.469661,37.981589,23.733244,16.3766,0.0437,-0.1677,234.8
858, Car,477.01,22.015986,37.982859,23.729181,31.8083,-0.0081,0.019,235.0
859, Taxi,30.1,18.061833,37.982858,23.729235,26.2412,0.1587,-0.233,235.0
860, Car,131.67,24.94877,37.982157,23.731214,19.496,-0.0169,0.6488,235.2
861, Car,414.33,10.80858,37.981604,23.73324,8.0284,0.0852,0.0542,235.8
862, Taxi,29.42,21.181992,37.983145,23.730355,15.5176,-0.035,-0.139,236.0
863, Taxi,136.54,10.502711,37.979819,23.73112,11.4647,0.4651,0.0036,236.2
864, Motorcycle,35.59,22.092007,37.983171,23.730361,16.4082,-0.0452,-0.9048,236.4
865, Car,132.76,25.154425,37.982159,23.731198,16.5494,-0.0025,0.3968,237.0
866, Car,276.47,20.563873,37.982143,23.731175,14.0818,-0.0512,0.549,238.0
867, Motorcycle,24.25,24.24673,37.983144,23.730384,26.3711,0.14,-0.0121,238.2
868, Medium Vehicle,34.7,16.878812,37.983152,23.730347,12.224,-0.0071,-0.5368,238.2
869, Car,321.98,15.537705,37.981202,23.732459,16.8547,0.0138,0.2364,238.8
870, Taxi,135.35,22.769805,37.98214,23.73117,14.8088,-0.0279,0.4356,239.8
871, Taxi,178.46,17.177514,37.982118,23.731114,16.3297,-0.0225,0.2222,241.0
872, Car,476.54,21.993972,37.982855,23.729219,34.2974,0.1335,-0.1341,241.4
873, Medium Vehicle,34.33,19.934579,37.983162,23.730366,15.3915,-0.1098,-0.4301,241.4
874, Motorcycle,133.02,23.246126,37.98214,23.731214,13.9649,0.0168,0.6313,241.6
875, Car,469.88,23.494227,37.982843,23.729189,35.8873,-0.0179,-0.2174,241.8
876, Car,471.89,21.891642,37.982848,23.729245,29.7077,-0.0171,-0.0701,243.0
877, Taxi,136.32,24.536952,37.982127,23.731163,20.3999,0.0024,0.8694,243.8
878, Car,27.58,21.581225,37.983155,23.730365,19.1863,-0.0159,-0.155,244.2
879, Motorcycle,476.06,41.000138,37.982858,23.729196,40.3936,-0.1184,-0.7289,246.2
880, Car,28.2,19.524464,37.983149,23.730354,17.8598,-0.1385,0.0153,246.2
881, Motorcycle,28.51,19.007437,37.983139,23.730368,18.8734,0.0014,-0.0199,247.0
882, Taxi,175.71,10.90599,37.982139,23.731161,12.8518,-0.0496,-0.1464,247.2
883, Car,28.74,19.157265,37.98315,23.730366,20.9199,0.0457,-0.0863,248.6
884, Motorcycle,169.72,37.256033,37.979906,23.733357,36.7014,-0.0287,-0.0278,250.2
885, Motorcycle,170.97,34.193436,37.979909,23.733337,26.2464,-0.1029,0.0409,250.2
886, Taxi,40.86,5.529685,37.983159,23.730359,19.8124,0.1769,-0.1686,250.6
887, Motorcycle,56.94,14.642691,37.979757,23.731917,10.1285,0.073,0.0217,251.0
888, Motorcycle,164.04,28.121289,37.979922,23.733354,22.1695,0.0042,0.0386,251.0
889, Medium Vehicle,477.08,26.022303,37.98286,23.729202,38.7982,0.0534,-0.1672,252.2
890, Motorcycle,477.43,53.37701,37.979881,23.733315,57.3,-0.0574,-0.1618,252.6
891, Car,172.23,28.183692,37.979901,23.73333,28.0591,-0.0103,0.1004,253.0
892, Car,143.95,5.745263,37.981331,23.731728,0.0,0.0,0.0,253.2
893, Motorcycle,476.56,43.990334,37.979883,23.733295,49.9816,-0.0045,-0.2133,253.2
894, Car,473.77,24.862802,37.982844,23.729192,37.6647,0.0037,-0.0583,253.6
895, Motorcycle,133.96,18.986753,37.979809,23.731138,11.3881,-0.0017,-0.0148,253.8
896, Taxi,474.76,48.832255,37.979878,23.733305,54.2685,0.0166,0.3092,254.2
897, Car,74.75,14.468536,37.980969,23.731132,5.0131,0.0889,-0.0383,254.6
898, Medium Vehicle,476.33,25.217588,37.982858,23.729218,31.7639,-0.0478,0.0289,255.0
899, Car,475.49,24.808046,37.982848,23.729177,41.8771,0.0655,-0.1971,255.0
900, Motorcycle,477.65,70.47254,37.979887,23.733323,85.4638,-0.9979,-0.6544,255.0
901, Motorcycle,31.69,16.77869,37.982858,23.732066,12.7307,-0.0257,0.2438,255.4
902, Motorcycle,474.58,87.167583,37.979899,23.733297,90.6537,2.7874,-1.6404,255.4
903, Motorcycle,476.17,59.110608,37.979864,23.733249,66.5205,-0.2293,-0.0465,255.6
904, Car,473.67,46.08646,37.979867,23.733274,46.7323,0.0257,-0.0127,255.6
905, Motorcycle,474.05,49.899999,37.97989,23.733288,51.8616,-0.0081,0.0672,255.6
906, Motorcycle,474.01,51.090526,37.982849,23.729209,40.7462,-0.1228,-0.8721,255.8
907, Motorcycle,136.87,0.901113,37.979863,23.733221,27.696,-0.0761,-0.1031,256.0
908, Taxi,137.34,16.264133,37.979823,23.731125,4.8776,-0.5556,0.0978,256.0
909, Car,412.92,12.705269,37.981606,23.73325,4.9782,-0.0234,0.1251,256.2
910, Motorcycle,363.6,16.080473,37.979884,23.73328,52.2598,0.0707,-0.1323,256.2
911, Car,169.79,27.784591,37.979918,23.733351,19.6624,-0.025,0.2387,256.4
912, Motorcycle,135.75,19.239559,37.979809,23.731133,15.513,-0.1696,-0.0806,256.4
913, Motorcycle,474.25,38.627069,37.982866,23.729205,32.638,-0.0534,-0.4529,256.8
914, Motorcycle,474.6,51.46278,37.979904,23.73332,53.4355,-0.0084,0.2047,257.0
915, Motorcycle,41.05,13.193586,37.982791,23.729032,18.9722,0.1489,0.0115,257.0
916, Car,507.3,28.805628,37.982863,23.729177,26.7882,-0.1376,-0.3006,257.6
917, Motorcycle,132.64,23.638861,37.979817,23.731148,16.8073,-0.1827,0.0157,257.6
918, Heavy Vehicle,167.88,27.470699,37.979919,23.73335,21.6447,-0.0325,0.0385,257.8
919, Car,477.93,52.137476,37.979859,23.733274,48.6642,-0.0112,-0.143,258.4
920, Car,476.95,36.532627,37.979882,23.733303,53.7239,0.0075,0.0213,258.4
921, Motorcycle,476.96,42.084808,37.979886,23.73332,51.6866,0.0617,0.0428,258.6
922, Car,56.03,24.598425,37.982238,23.731963,15.7955,0.3062,0.3003,258.8
923, Bus,144.73,14.393069,37.979837,23.731113,5.7652,-1.0997,7.4664,259.2
924, Taxi,172.74,25.91162,37.979916,23.733357,22.6369,0.0049,-0.0629,259.4
925, Medium Vehicle,377.6,26.971082,37.979903,23.733326,36.6775,-0.0536,0.0216,259.4
926, Motorcycle,474.84,53.755464,37.979871,23.73329,53.1779,-0.0536,0.0603,259.4
927, Taxi,477.37,35.361022,37.98286,23.729181,38.7451,-0.0207,-0.3064,259.6
928, Car,377.89,28.944865,37.979886,23.733298,59.9888,0.0059,0.0263,260.2
929, Car,473.83,26.652887,37.982859,23.729224,28.2447,-0.2252,-0.0714,260.8
930, Car,473.94,52.337077,37.979867,23.73327,54.2098,0.0031,-0.1118,261.0
931, Motorcycle,168.08,27.756112,37.979909,23.73336,23.9679,-0.0187,0.1177,261.0
932, Car,475.98,50.997909,37.979872,23.733306,54.3497,-0.0107,-0.0517,261.2
933, Car,160.75,1.069317,37.981603,23.733243,7.0342,0.0138,0.0332,261.6
934, Taxi,476.15,37.756771,37.979899,23.733335,39.7083,-0.1217,0.1335,261.6
